HHKID,REGION6,HHPARENT,MARRIED,GENDER,FOREIGNB,WAGET1,TASK,Indigenous,MixedFam,NUMFEMPL,FWRDAYS,NFWEEKS,NWWEEKS,MIGRANT,STREAMS,FAMPOV,G01,G03,G04B,G04C,G04D,G04E,G04fx,G04gx,G04H,G04N,NQ01x,G04I,G04J,G04K,G04L,G04M,G04px,NS01,NP01f,NQ03bx,NQ10mx,NQ10lx,NQ10ax,NQ10bx,NQ10cx,NQ10dx,NQ10ex,NQ10fx,NQ10gx,NQ10hx,NQ10ix,NQ10jx,NH05,NH01,NH03,NH02,NH06,NH04,NH10,FY,FWID,currstat,AGE,BLWAGE,C09WEEKS,CROP,D50MTCOD,AdultOtherIndg,CROWDED1,D04,D23,D26,D37,E02,A07,A09,B07,B08,B01,A08,B11,B17,D11,E01x,B02,C10,A21a,A21b,A23a3,A23a5,A23c5,A21c2,B21a,B21b,B21c,B21d,B21e,B21f,B21z,B22b,B23b,B24,FY
2,6,0,1,1,1,7.5,1,0,0,1,168,0,22.14285714,0,WESTERN,0,7,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011544,2,41,0,0.857142857,2,4,0,1,48,1,0,1,5,3,3,2,1,2,1985,16,3,1,0,7,6,0,1,,,1,1,1,1,0,1,0,0,0,4,4,2,2011
2,6,0,0,0,1,6.5,1,0,0,1,294,0,4.428571429,0,WESTERN,1,8,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011548,2,38,0,2.142857143,2,,0,1,50,1,1,1,5,3,9,2,2,2,1988,23,3,1,0,1,6,0,1,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,1,7.5,1,0,0,2,335,0,0,0,WESTERN,1,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011554,1,55,0,3.428571429,2,6,0,0,40,1,1,1,5,3,6,1,1,2,1971,39,3,1,0,1,5,1,0,1,0,,0,0,1,0,0,0,0,0,4,3,2,2011
2,3,0,1,0,1,10,6,0,1,2,266,0,0,0,WESTERN,0,10,11,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2001,20011568,1,46,0,33.71428571,3,,0,0,35,1,1,1,5,1,12,4,4,7,,33,,1,0,1,5,1,1,,,,1,1,0,0,0,0,0,0,,,1,2011
2,5,0,1,0,1,10.675,4,0,0,1,297,0,0,0,WESTERN,0,11,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2001,20011569,4,19,0,6.571428571,1,3,0,0,60,0,0,1,5,3,6,2,1,2,2008,4,3,1,0,7,6,0,0,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,0,9,4,0,0,2,269,0,0,0,EASTERN,0,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011572,4,36,0,1.857142857,2,,0,0,52,1,0,1,5,3,7,3,3,2,1991,21,3,1,0,,6,0,1,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,1,9,4,0,0,1,288,0,0,1,WESTERN,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011582,4,44,0,0.285714286,2,4,0,1,50,95,0,8,5,3,9,2,2,2,1988,18,3,2,0,7,6,0,0,,,,0,1,1,0,0,0,0,0,4,3,2,2011
2,5,0,1,0,1,8.050000191,4,0,0,1,298,0,2.857142857,0,WESTERN,0,10,12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011583,,36,0,1,2,,0,0,40,0,0,6,5,3,6,3,2,2,1995,16,3,1,0,7,5,1,1,1,0,0,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,7.5,6,0,0,1,250,0,0,0,EASTERN,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011590,2,40,0,25.57142857,2,5,0,1,42,1,1,1,5,3,12,3,2,2,1986,26,3,1,0,7,5,0,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,1,1,11,2,0,0,5,225,0,13,0,WESTERN,0,8,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011592,2,32,0,60.71428571,2,,0,0,34,1,1,1,4,3,8,2,2,2,2000,11,3,1,0,7,4,0,0,,,,0,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,1,1,6.25,4,1,1,1,184,0,14.42857143,0,WESTERN,0,5,11,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,1,1,0,2001,20011613,4,43,0,0.857142857,2,2,0,0,60,95,0,6,5,3,8,2,2,2,1991,17,3,1,0,7,6,0,0,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,3,0,0,0,0,6.5,4,0,0,1,270,0,7.428571429,0,WESTERN,0,11,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011619,4,27,0,6.142857143,2,,0,0,40,0,0,2,5,3,3,1,1,2,2005,7,3,1,0,7,5,0,,,,,,0,1,0,0,0,0,0,4,4,2,2011
2,6,0,0,1,1,6.25,1,0,0,4,200,0,4.142857143,0,WESTERN,1,7,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011623,2,54,0,,3,,0,0,40,1,1,1,5,3,6,3,3,2,1978,32,3,1,0,7,5,1,0,1,0,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,0,1,9,1,0,0,1,271,0,2.714285714,0,WESTERN,0,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011633,1,35,0,0.714285714,5,,0,0,50,1,1,1,5,1,12,4,4,1,,14,,1,0,1,6,1,1,1,0,,,1,1,0,0,0,0,0,4,4,1,2011
2,5,0,1,1,1,5.150000095,3,0,1,1,135,0,29.85714286,0,MIDWEST,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011637,1,20,0,0.857142857,1,3,0,0,57,95,1,4,5,1,9,4,4,7,,8,,1,0,1,7,0,,,,,,1,0,0,0,0,0,0,,,1,2011
2,2,0,1,0,1,10.46511628,1,0,0,1,290,0,0,1,WESTERN,0,11,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011647,4,22,0,19.71428571,3,1,0,1,48,0,0,8,3,3,7,2,2,2,2008,,3,1,0,7,6,1,,1,0,,,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,6,4,0,0,1,302,0,2,0,EASTERN,0,7,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011651,4,28,0,2.142857143,2,1,0,0,42,1,0,8,5,3,3,1,3,2,2002,10,3,1,0,7,6,0,,,,,,1,1,0,0,0,0,0,4,3,2,2011
2,6,0,1,1,1,6.5,6,0,1,1,297,0,2.285714286,0,EASTERN,0,8,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011661,2,42,0,9.714285714,5,3,0,0,48,1,1,1,5,3,6,3,3,2,1984,28,3,1,0,7,6,0,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,1,6.5,4,0,1,1,354,0,0,0,WESTERN,0,11,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011672,4,39,0,25,2,6,0,1,36,95,0,8,7,3,9,2,2,2,2004,1,3,1,0,7,6,95,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,2,0,1,1,1,6.5,6,0,0,1,5,0,51.57142857,0,EASTERN,1,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011673,2,42,0,3.714285714,1,,0,0,40,1,1,1,5,3,6,2,2,2,1984,27,3,4,0,1,5,0,0,,,1,1,0,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,6.5,4,0,0,1,126,0,28.28571429,0,WESTERN,0,4,12,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011680,4,30,0,15.57142857,2,2,0,0,30,1,0,1,5,3,9,2,2,2,1999,13,3,1,0,1,6,0,,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,4,0,1,0,1,7.5,6,1,0,1,262,0,0,0,EASTERN,1,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011681,4,27,0,8.714285714,5,,0,0,50,0,0,4,5,3,6,2,2,2,1995,16,3,1,0,7,6,0,0,,,1,1,1,1,0,0,0,0,0,4,3,2,2011
2,6,0,1,0,0,9.75,6,0,0,1,308,0,3.857142857,0,MIDWEST,0,14,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011685,4,33,0,1.285714286,4,6,0,0,16,1,0,8,5,3,6,1,1,2,2003,9,3,1,0,1,3,0,0,,,1,2,0,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,0,9.5,3,0,0,3,266,0,12.28571429,1,MIDWEST,0,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011688,1,50,0,17.85714286,2,,0,0,40,1,0,1,5,3,6,2,2,2,1986,21,3,4,0,7,5,1,0,1,0,,0,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,1,7,6,0,0,1,264,0,0,0,WESTERN,1,6,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2001,20011707,4,41,0,6.571428571,2,5,0,0,40,95,0,1,5,3,5,1,1,2,1996,16,3,2,0,4,5,0,0,,,1,1,0,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,1,1,6.25,1,0,0,1,168,16.28571429,2.571428571,0,WESTERN,1,8,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011732,3,30,0,,2,4,0,0,42,1,1,1,7,3,12,4,4,2,1991,14,3,1,0,7,6,0,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,0,1,1,7,6,0,0,1,137,0,29.71428571,0,WESTERN,1,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011734,4,30,0,1.857142857,2,4,1,1,40,95,0,1,5,3,4,1,,2,2006,6,3,1,0,4,6,0,1,,,1,1,0,1,0,0,0,0,1,4,3,2,2011
2,6,0,1,0,1,6.25,4,0,0,3,201,0,17.85714286,0,WESTERN,0,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011748,4,31,0,,4,4,0,0,50,1,0,1,5,3,9,2,1,2,2005,7,3,1,0,7,6,0,,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,0,1,6.5,1,0,0,1,349,0,1.285714286,0,MIDWEST,0,12,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011753,1,26,0,3.285714286,1,5,0,0,30,1,1,1,2,1,12,4,4,7,,8,,1,0,7,6,0,,,,,,1,0,0,0,0,0,0,,,1,2011
2,6,0,1,0,1,6.25,1,0,0,2,190,0,14.85714286,0,WESTERN,1,7,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011757,4,29,0,1.285714286,4,2,0,1,32,1,0,4,5,3,9,2,2,2,1995,15,3,2,0,1,5,0,1,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,1,0,1,0,1,10.64000034,2,0,0,1,303,0,2.285714286,0,WESTERN,0,15,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011769,4,47,1,5.571428571,1,0,0,1,40,0,0,8,5,3,12,1,1,2,2010,1,3,2,0,7,6,0,0,,,,,0,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,1,1,6.75,1,0,1,1,125,11.71428571,15.71428571,0,EASTERN,0,7,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011770,4,68,0,5.142857143,1,,0,0,48,95,0,1,5,3,0,2,1,2,1975,30,3,1,0,1,6,1,0,1,0,,,1,1,0,0,0,0,0,4,2,2,2011
2,5,0,1,1,1,6,2,0,0,3,274,0,6.857142857,0,WESTERN,0,5,11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011780,4,33,0,10,3,6,0,1,40,1,0,8,2,3,9,3,2,2,2008,3,3,1,0,1,5,0,1,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,1,0,1,0,1,9,4,0,0,1,314,0,0,0,WESTERN,0,12,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011785,4,19,0,8.142857143,1,,0,1,55,1,0,6,3,3,6,2,2,2,2007,5,3,1,0,1,6,0,,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,1,0,1,0,1,10,3,0,0,1,308,0,1,0,EASTERN,0,11,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,1,0,0,0,0,1,2001,20011788,4,24,0,1.285714286,2,5,0,0,45,95,0,1,5,3,9,2,2,2,2004,7,3,2,0,7,6,0,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,1,0,1,0,1,6.449999809,6,0,1,1,222,0,8,0,WESTERN,1,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011822,1,26,0,45.71428571,4,6,0,0,28,1,1,4,5,1,12,4,4,7,,10,,1,0,1,4,1,,0,1,,,1,0,0,0,0,0,1,,,1,2011
2,5,0,0,1,0,6,6,0,0,1,90,18.85714286,15.57142857,0,EASTERN,0,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011832,4,46,0,4,2,2,0,1,39,1,0,4,2,3,9,2,1,2,1990,20,3,1,0,7,4,0,0,,,,,1,1,0,0,0,0,0,4,3,2,2011
2,1,0,0,0,0,6,4,0,0,1,95,0,5.285714286,0,EASTERN,1,9,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011835,4,51,0,2.571428571,5,,0,0,57,95,0,2,5,3,6,2,2,2,1997,15,3,1,0,7,6,0,,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,0,7.75,6,0,0,1,311,0,2.428571429,0,MIDWEST,0,10,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011837,2,54,0,1,2,,0,0,50,1,1,1,5,3,4,2,1,2,1970,41,3,1,0,7,5,0,,,,0,1,1,1,0,0,0,0,0,4,3,2,2011
2,6,0,1,1,1,8.75000013,2,0,0,1,168,0,26.28571429,0,WESTERN,0,6,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011852,2,60,0,,4,4,0,0,21,95,1,1,4,8,6,2,2,7,1998,14,19,1,7,7,3,0,,,,,,1,0,0,0,0,0,1,,,7,2011
2,6,0,1,1,1,,4,0,0,1,245,0,6.142857143,0,WESTERN,1,6,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011865,2,61,,,2,1,0,0,21,0,1,8,5,3,6,3,3,2,1974,17,3,2,0,7,6,1,,0,1,,,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,8.470000267,4,0,0,1,145,0,25.85714286,0,WESTERN,0,7,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011900,4,40,0,28.57142857,4,,0,1,55,1,0,1,5,3,9,3,3,2,1985,20,3,1,0,7,6,0,0,,,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,1,1,7.400000095,6,0,0,1,254,0,1.857142857,0,WESTERN,0,7,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011946,4,26,0,,2,2,0,0,48,0,0,8,5,3,6,3,3,2,2006,6,3,2,0,7,6,0,,,,,,1,1,0,1,0,0,0,4,4,2,2011
2,6,0,0,1,1,6.5,1,0,1,2,207,0,12.42857143,0,WESTERN,1,8,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011951,1,26,0,7.428571429,2,3,0,1,40,1,1,6,5,1,12,4,4,,,5,,1,0,,6,0,0,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,0,11.5,2,0,0,1,35,0,0,0,EASTERN,0,8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011953,4,33,0,0.285714286,1,6,0,0,50,95,0,1,5,3,6,2,1,2,1997,8,3,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,5,0,1,0,1,7,6,0,1,1,232,0,6.428571429,0,WESTERN,1,8,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011959,1,18,0,9.142857143,1,,0,0,50,1,1,2,5,1,12,4,4,7,,6,,1,0,1,6,1,,1,0,,,1,0,0,0,0,0,0,,,1,2011
2,2,0,1,0,1,8.75,4,0,0,1,289,0,0,1,WESTERN,0,11,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011964,1,60,0,0.857142857,3,6,0,0,35,1,1,1,5,3,6,3,3,2,1978,32,3,1,0,1,5,0,,,,,0,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,5.785714516,1,0,0,3,286,0,3.857142857,0,WESTERN,0,8,12,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011973,2,52,0,57.42857143,3,1,0,0,40,95,1,1,5,3,2,2,1,2,1984,24,3,1,0,1,6,0,,,,,,1,1,0,0,0,0,0,4,2,2,2011
2,4,0,1,0,1,6.25,2,0,0,2,246,0,3.571428571,1,EASTERN,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011993,1,31,0,14,1,2,0,0,67,1,1,1,5,1,11,4,4,1,,14,,1,0,1,6,0,,,,,,1,1,0,0,0,0,0,4,4,1,2011
2,6,0,1,0,1,7.405000005,2,0,1,1,210,0,14.14285714,0,WESTERN,1,7,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20011995,4,33,0,0.285714286,4,6,0,1,54,1,0,8,5,3,5,1,1,2,2004,7,3,1,0,7,6,0,1,,,1,1,0,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,0,7,6,0,0,1,165,0,7.714285714,0,EASTERN,0,8,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012001,4,28,0,3.857142857,4,6,0,0,25,1,0,8,5,3,4,1,1,2,2001,9,3,1,0,1,6,0,0,,,1,1,0,1,0,0,0,0,0,4,4,2,2011
2,3,0,1,0,1,7.150000095,6,0,0,2,263,0,3.714285714,0,WESTERN,0,8,13,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012009,2,18,0,5.285714286,1,,0,0,24,1,1,1,1,3,12,4,4,2,1997,5,3,1,0,1,5,1,,0,0,,,1,1,0,0,0,0,0,4,4,1,2011
2,5,0,1,1,1,6.5,6,0,0,2,257,0,4.142857143,0,WESTERN,0,7,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012011,,43,0,0.857142857,4,3,0,0,50,0,1,1,5,3,3,2,1,2,1987,24,3,1,0,7,6,1,,1,0,,0,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,0,5.150000095,2,0,0,1,118,0,28.71428571,1,EASTERN,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012029,4,44,0,6.571428571,2,6,0,1,20,1,0,8,5,3,9,4,4,2,1996,4,3,1,0,7,7,1,1,0,1,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,0,8,3,0,0,1,143,0,26,0,MIDWEST,0,6,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012039,1,30,0,37.14285714,3,2,0,1,28,95,1,1,2,1,12,4,4,2,,5,,1,0,1,5,1,,0,1,1,1,1,1,0,0,0,0,0,4,4,1,2011
2,1,0,1,0,0,6.75,2,0,0,1,205,0,13,0,MIDWEST,1,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2001,20012042,4,43,0,9.142857143,1,,0,1,48,95,0,8,5,4,2,1,1,4,1984,27,10,1,0,7,6,0,0,,,1,1,0,1,0,0,0,0,0,4,2,2,2011
2,3,0,1,0,1,7.5,2,0,1,1,267,0,0,1,EASTERN,1,6,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012053,1,47,0,0.428571429,3,,0,0,44,0,1,1,2,1,16,4,4,7,,21,,4,0,1,6,1,,1,0,,,1,1,0,0,0,0,0,4,4,1,2011
2,6,0,1,0,1,6.25,4,0,1,1,263,0,2.285714286,0,WESTERN,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012057,1,41,0,2.285714286,2,6,0,1,36,1,1,1,5,1,10,2,2,2,,24,,1,0,7,6,1,1,1,0,1,1,0,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,0,1,9.75,4,1,0,1,287,0,4.428571429,0,WESTERN,0,12,12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012084,4,19,0,23.71428571,2,6,0,0,52,1,0,1,5,3,9,2,1,2,2007,4,3,1,0,7,6,0,1,,,1,1,1,1,0,0,0,0,0,4,3,2,2011
2,2,0,1,0,1,6.349999905,2,1,0,1,199,0,15.42857143,0,WESTERN,1,8,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012088,4,51,0,0.428571429,3,6,0,0,45,1,0,1,5,3,10,2,2,2,1976,33,3,1,0,1,6,0,0,,,,,1,1,0,0,0,0,0,4,4,2,2011
2,1,0,1,0,1,6.5,4,0,0,1,267,0,8,0,WESTERN,0,11,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012092,4,32,0,11,1,,0,1,48,0,0,4,2,3,12,1,1,2,2005,6,3,1,0,7,6,0,,,,,,0,1,0,0,0,0,0,4,4,2,2011
2,3,0,1,0,1,8,4,0,0,1,317,0,0,0,WESTERN,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012093,1,19,0,10.14285714,1,,0,0,20,1,1,8,5,1,11,4,4,,,1,,1,0,,5,1,,0,0,,,1,0,0,0,0,0,0,,,1,2011
2,6,0,0,1,1,7.5,6,0,0,1,262,0,0,0,EASTERN,1,8,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012100,2,60,0,0.428571429,3,,0,0,40,1,1,2,5,3,0,2,2,2,1978,34,3,1,0,7,3,0,,,,,,1,1,0,0,0,0,0,4,2,2,2011
2,6,0,1,0,1,9.779999733,4,0,0,1,266,0,8,0,WESTERN,0,11,11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012101,2,43,0,5.571428571,4,4,0,0,16,1,1,8,5,3,4,2,2,2,1986,26,3,1,0,1,4,1,1,0,1,1,1,1,1,0,0,0,0,0,4,4,2,2011
2,6,0,1,1,1,6.25,1,0,1,2,218,0,9.428571429,0,WESTERN,1,6,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012106,1,32,0,21.42857143,2,,0,0,50,1,1,6,5,1,12,4,4,1,,20,,1,0,1,7,1,1,1,0,1,1,1,1,0,0,0,0,0,4,3,1,2011
2,3,0,0,1,0,7,4,0,0,1,58,21.28571429,15.28571429,0,MIDWEST,0,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012119,4,28,0,1.428571429,3,3,1,0,50,1,0,8,5,3,5,2,2,2,2003,8,3,1,0,7,6,0,,,,,,1,1,0,0,0,0,1,4,4,2,2011
2,6,0,0,1,1,8,3,0,0,3,235,0,7.714285714,0,WESTERN,1,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012130,2,46,0,25.14285714,4,4,0,1,60,1,1,8,5,3,4,1,1,2,2010,2,3,1,0,1,6,0,0,,,,0,0,1,0,0,0,0,0,4,4,2,2011
2,3,0,1,0,1,6.475000028,1,0,0,4,250,0,11,0,WESTERN,0,7,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2001,20012138,1,21,0,14.14285714,2,4,0,0,45,95,1,1,5,1,13,4,4,7,,2,,1,0,1,6,0,,,,,,1,0,0,0,0,0,0,,,1,2011
